draw,date,actual,predictions,mainline,support,hit_type,mark
6341,2023-11-14,208,905 / 605 / 975 / 675 / 945,905 / 605,975 / 675 / 945,none,×
6342,2023-11-15,802,938 / 338 / 638 / 935 / 908,938 / 338,638 / 935 / 908,none,×
6343,2023-11-16,105,631 / 601 / 641 / 635 / 638,631 / 601,641 / 635 / 638,none,×
6344,2023-11-17,158,332 / 302 / 832 / 342 / 802,332 / 302,832 / 342 / 802,none,×
6345,2023-11-20,502,308 / 348 / 358 / 305 / 108,308 / 348,358 / 305 / 108,none,×
6346,2023-11-21,109,931 / 901 / 631 / 601 / 831,931 / 901,631 / 601 / 831,box,〇
6347,2023-11-22,584,305 / 308 / 335 / 105 / 805,305 / 308,335 / 105 / 805,none,×
6348,2023-11-23,443,908 / 905 / 608 / 605 / 805,908 / 905,608 / 605 / 805,none,×
6349,2023-11-24,470,948 / 938 / 908 / 947 / 978,948 / 938,908 / 947 / 978,none,×
6350,2023-11-27,770,908 / 948 / 905 / 608 / 408,908 / 948,905 / 608 / 408,none,×
6351,2023-11-28,041,608 / 648 / 908 / 605 / 108,608 / 648,908 / 605 / 108,none,×
6352,2023-11-29,949,645 / 675 / 648 / 640 / 642,645 / 675,648 / 640 / 642,none,×
6353,2023-11-30,060,945 / 948 / 145 / 148 / 975,945 / 948,145 / 148 / 975,none,×
6354,2023-12-01,082,608 / 678 / 908 / 208 / 648,608 / 678,908 / 208 / 648,box,〇
6355,2023-12-04,511,601 / 901 / 201 / 608 / 605,601 / 901,201 / 608 / 605,none,×
6356,2023-12-05,557,905 / 908 / 605 / 902 / 805,905 / 908,605 / 902 / 805,none,×
6357,2023-12-06,204,908 / 909 / 608 / 902 / 609,908 / 909,608 / 902 / 609,none,×
6358,2023-12-07,384,908 / 938 / 308 / 905 / 935,908 / 938,308 / 905 / 935,none,×
6359,2023-12-08,183,608 / 605 / 602 / 607 / 604,608 / 605,602 / 607 / 604,none,×
6360,2023-12-11,558,308 / 307 / 301 / 108 / 208,308 / 307,301 / 108 / 208,none,×
6361,2023-12-12,544,908 / 608 / 905 / 808 / 958,908 / 608,905 / 808 / 958,none,×
6362,2023-12-13,104,948 / 978 / 648 / 908 / 945,948 / 978,648 / 908 / 945,none,×
6363,2023-12-14,169,308 / 108 / 208 / 305 / 338,308 / 108,208 / 305 / 338,none,×
6364,2023-12-15,230,308 / 108 / 305 / 105 / 208,308 / 108,305 / 105 / 208,none,×
6365,2023-12-18,532,308 / 908 / 108 / 608 / 348,308 / 908,108 / 608 / 348,none,×
6366,2023-12-19,118,901 / 601 / 941 / 801 / 641,901 / 601,941 / 801 / 641,none,×
6367,2023-12-20,153,108 / 308 / 208 / 008 / 808,108 / 308,208 / 008 / 808,none,×
6368,2023-12-21,304,108 / 308 / 107 / 208 / 148,108 / 308,107 / 208 / 148,none,×
6369,2023-12-22,850,608 / 638 / 605 / 635 / 648,608 / 638,605 / 635 / 648,none,×
6370,2023-12-25,049,608 / 648 / 658 / 609 / 908,608 / 648,658 / 609 / 908,none,×
6371,2023-12-26,906,648 / 248 / 645 / 608 / 148,648 / 248,645 / 608 / 148,none,×
6372,2023-12-27,451,105 / 107 / 905 / 135 / 137,105 / 107,905 / 135 / 137,none,×
6373,2023-12-28,090,905 / 908 / 900 / 902 / 940,905 / 908,900 / 902 / 940,box,〇
6374,2023-12-29,429,608 / 638 / 658 / 238 / 258,608 / 638,658 / 238 / 258,none,×
6375,2024-01-04,013,958 / 948 / 945 / 908 / 968,958 / 948,945 / 908 / 968,none,×
6376,2024-01-05,491,608 / 208 / 908 / 607 / 601,608 / 208,908 / 607 / 601,none,×
6377,2024-01-08,565,950 / 930 / 900 / 935 / 908,950 / 930,900 / 935 / 908,none,×
6378,2024-01-09,389,902 / 602 / 802 / 402 / 972,902 / 602,802 / 402 / 972,none,×
6379,2024-01-10,460,608 / 605 / 601 / 609 / 602,608 / 605,601 / 609 / 602,none,×
6380,2024-01-11,341,908 / 408 / 978 / 909 / 608,908 / 408,978 / 909 / 608,none,×
6381,2024-01-12,919,640 / 645 / 605 / 648 / 642,640 / 645,605 / 648 / 642,none,×
6382,2024-01-15,833,108 / 105 / 908 / 905 / 805,108 / 105,908 / 905 / 805,none,×
6383,2024-01-16,780,608 / 601 / 648 / 607 / 641,608 / 601,648 / 607 / 641,none,×
6384,2024-01-17,320,608 / 108 / 908 / 609 / 109,608 / 108,908 / 609 / 109,none,×
6385,2024-01-18,604,648 / 658 / 608 / 668 / 649,648 / 658,608 / 668 / 649,none,×
6386,2024-01-19,091,108 / 608 / 138 / 638 / 605,108 / 608,138 / 638 / 605,none,×
6387,2024-01-22,385,630 / 635 / 600 / 605 / 930,630 / 635,600 / 605 / 930,none,×
6388,2024-01-23,715,602 / 608 / 642 / 652 / 600,602 / 608,642 / 652 / 600,none,×
6389,2024-01-24,725,602 / 102 / 902 / 608 / 652,602 / 102,902 / 608 / 652,none,×
6390,2024-01-25,796,642 / 652 / 662 / 602 / 142,642 / 652,662 / 602 / 142,none,×
6391,2024-01-26,101,635 / 605 / 630 / 655 / 135,635 / 605,630 / 655 / 135,none,×
6392,2024-01-29,419,305 / 335 / 300 / 330 / 105,305 / 335,300 / 330 / 105,none,×
6393,2024-01-30,802,905 / 908 / 405 / 408 / 605,905 / 908,405 / 408 / 605,none,×
6394,2024-01-31,723,601 / 631 / 641 / 605 / 608,601 / 631,641 / 605 / 608,none,×
6395,2024-02-01,310,648 / 608 / 641 / 148 / 640,648 / 608,641 / 148 / 640,none,×
6396,2024-02-02,546,608 / 609 / 605 / 600 / 658,608 / 609,605 / 600 / 658,none,×
6397,2024-02-05,458,845 / 645 / 945 / 840 / 940,845 / 645,945 / 840 / 940,box,〇
6398,2024-02-06,945,908 / 408 / 905 / 948 / 608,908 / 408,905 / 948 / 608,none,×
6399,2024-02-07,791,142 / 842 / 942 / 102 / 902,142 / 842,942 / 102 / 902,none,×
6400,2024-02-08,948,605 / 635 / 630 / 600 / 105,605 / 635,630 / 600 / 105,none,×
6401,2024-02-09,706,148 / 948 / 848 / 908 / 108,148 / 948,848 / 908 / 108,none,×
6402,2024-02-12,916,605 / 635 / 905 / 105 / 607,605 / 635,905 / 105 / 607,none,×
6403,2024-02-13,055,905 / 105 / 805 / 900 / 605,905 / 105,805 / 900 / 605,none,×
6404,2024-02-14,692,602 / 902 / 642 / 202 / 102,602 / 902,642 / 202 / 102,none,×
6405,2024-02-15,963,601 / 631 / 701 / 731 / 651,601 / 631,701 / 731 / 651,none,×
6406,2024-02-16,394,908 / 108 / 901 / 808 / 608,908 / 108,901 / 808 / 608,none,×
6407,2024-02-19,920,608 / 638 / 605 / 635 / 658,608 / 638,605 / 635 / 658,none,×
6408,2024-02-20,541,948 / 148 / 908 / 968 / 958,948 / 148,908 / 968 / 958,none,×
6409,2024-02-21,105,945 / 940 / 905 / 645 / 942,945 / 940,905 / 645 / 942,none,×
6410,2024-02-22,633,302 / 332 / 342 / 102 / 132,302 / 332,342 / 102 / 132,none,×
6411,2024-02-23,834,608 / 601 / 708 / 108 / 648,608 / 601,708 / 108 / 648,none,×
6412,2024-02-26,834,608 / 605 / 648 / 645 / 602,608 / 605,648 / 645 / 602,none,×
6413,2024-02-27,358,608 / 605 / 648 / 645 / 602,608 / 605,648 / 645 / 602,none,×
6414,2024-02-28,983,608 / 605 / 648 / 698 / 638,608 / 605,648 / 698 / 638,none,×
6415,2024-02-29,414,908 / 901 / 108 / 808 / 608,908 / 901,108 / 808 / 608,none,×
6416,2024-03-01,367,908 / 905 / 902 / 904 / 958,908 / 905,902 / 904 / 958,none,×
6417,2024-03-04,017,609 / 608 / 602 / 649 / 648,609 / 608,602 / 649 / 648,none,×
6418,2024-03-05,566,609 / 608 / 908 / 602 / 909,609 / 608,908 / 602 / 909,none,×
6419,2024-03-06,395,905 / 605 / 907 / 405 / 805,905 / 605,907 / 405 / 805,none,×
6420,2024-03-07,956,632 / 602 / 652 / 642 / 638,632 / 602,652 / 642 / 638,none,×
6421,2024-03-08,810,905 / 945 / 105 / 805 / 907,905 / 945,105 / 805 / 907,none,×
6422,2024-03-11,366,608 / 605 / 658 / 908 / 609,608 / 605,658 / 908 / 609,none,×
6423,2024-03-12,494,605 / 645 / 607 / 675 / 600,605 / 645,607 / 675 / 600,none,×
6424,2024-03-13,388,938 / 935 / 958 / 908 / 955,938 / 935,958 / 908 / 955,none,×
6425,2024-03-14,833,608 / 605 / 601 / 658 / 618,608 / 605,601 / 658 / 618,none,×
6426,2024-03-15,957,608 / 648 / 641 / 601 / 638,608 / 648,641 / 601 / 638,none,×
6427,2024-03-18,378,908 / 909 / 948 / 949 / 999,908 / 909,948 / 949 / 999,none,×
6428,2024-03-19,991,608 / 648 / 605 / 638 / 645,608 / 648,605 / 638 / 645,none,×
6429,2024-03-20,978,935 / 930 / 955 / 938 / 950,935 / 930,955 / 938 / 950,none,×
6430,2024-03-21,495,908 / 948 / 938 / 905 / 945,908 / 948,938 / 905 / 945,box,〇
6431,2024-03-22,059,932 / 952 / 902 / 938 / 942,932 / 952,902 / 938 / 942,none,×
6432,2024-03-25,391,905 / 908 / 608 / 605 / 695,905 / 908,608 / 605 / 695,none,×
6433,2024-03-26,504,635 / 655 / 638 / 658 / 605,635 / 655,638 / 658 / 605,none,×
6434,2024-03-27,346,938 / 935 / 908 / 338 / 638,938 / 935,908 / 338 / 638,none,×
6435,2024-03-28,578,645 / 635 / 605 / 647 / 637,645 / 635,605 / 647 / 637,none,×
6436,2024-03-29,150,908 / 948 / 308 / 905 / 938,908 / 948,308 / 905 / 938,none,×
6437,2024-04-01,603,398 / 308 / 358 / 348 / 318,398 / 308,358 / 348 / 318,none,×
6438,2024-04-02,440,638 / 631 / 738 / 138 / 608,638 / 631,738 / 138 / 608,none,×
6439,2024-04-03,992,948 / 938 / 908 / 978 / 958,948 / 938,908 / 978 / 958,none,×
6440,2024-04-04,965,931 / 951 / 901 / 831 / 851,931 / 951,901 / 831 / 851,none,×
6441,2024-04-05,639,902 / 942 / 972 / 952 / 908,902 / 942,972 / 952 / 908,none,×
6442,2024-04-08,881,605 / 608 / 645 / 635 / 648,605 / 608,645 / 635 / 648,none,×
6443,2024-04-09,018,605 / 608 / 905 / 635 / 600,605 / 608,905 / 635 / 600,none,×
6444,2024-04-10,668,908 / 608 / 905 / 605 / 958,908 / 608,905 / 605 / 958,none,×
6445,2024-04-11,627,608 / 648 / 678 / 708 / 605,608 / 648,678 / 708 / 605,none,×
6446,2024-04-12,490,658 / 648 / 698 / 668 / 659,658 / 648,698 / 668 / 659,none,×
6447,2024-04-15,089,938 / 958 / 908 / 935 / 955,938 / 958,908 / 935 / 955,box,〇
6448,2024-04-16,081,608 / 605 / 905 / 908 / 601,608 / 605,905 / 908 / 601,none,×
6449,2024-04-17,180,605 / 905 / 608 / 908 / 635,605 / 905,608 / 908 / 635,none,×
6450,2024-04-18,736,308 / 358 / 318 / 305 / 338,308 / 358,318 / 305 / 338,none,×
6451,2024-04-19,910,605 / 645 / 635 / 905 / 945,605 / 645,635 / 905 / 945,none,×
6452,2024-04-22,941,908 / 958 / 938 / 905 / 918,908 / 958,938 / 905 / 918,none,×
6453,2024-04-23,806,935 / 945 / 938 / 948 / 940,935 / 945,938 / 948 / 940,none,×
6454,2024-04-24,975,635 / 935 / 637 / 605 / 638,635 / 935,637 / 605 / 638,none,×
6455,2024-04-25,981,902 / 942 / 932 / 908 / 992,902 / 942,932 / 908 / 992,none,×
6456,2024-04-26,279,905 / 908 / 935 / 915 / 900,905 / 908,935 / 915 / 900,none,×
6457,2024-04-29,898,905 / 345 / 305 / 308 / 945,905 / 345,305 / 308 / 945,none,×
6458,2024-04-30,020,638 / 938 / 658 / 635 / 608,638 / 938,658 / 635 / 608,none,×
6459,2024-05-01,907,948 / 698 / 648 / 998 / 958,948 / 698,648 / 998 / 958,none,×
6460,2024-05-02,313,938 / 908 / 939 / 932 / 935,938 / 908,939 / 932 / 935,none,×
6461,2024-05-03,666,608 / 601 / 607 / 658 / 638,608 / 601,607 / 658 / 638,none,×
6462,2024-05-06,827,605 / 675 / 645 / 905 / 705,605 / 675,645 / 905 / 705,none,×
6463,2024-05-07,282,698 / 648 / 658 / 668 / 678,698 / 648,658 / 668 / 678,none,×
6464,2024-05-08,412,901 / 301 / 931 / 951 / 601,901 / 301,931 / 951 / 601,none,×
6465,2024-05-09,271,901 / 951 / 931 / 908 / 911,901 / 951,931 / 908 / 911,none,×
6466,2024-05-10,473,905 / 305 / 945 / 345 / 908,905 / 305,945 / 345 / 908,none,×
6467,2024-05-13,186,908 / 948 / 901 / 941 / 938,908 / 948,901 / 941 / 938,none,×
6468,2024-05-14,772,305 / 307 / 315 / 905 / 308,305 / 307,315 / 905 / 308,none,×
6469,2024-05-15,219,901 / 941 / 601 / 641 / 931,901 / 941,601 / 641 / 931,none,×
6470,2024-05-16,943,908 / 308 / 905 / 305 / 958,908 / 308,905 / 305 / 958,none,×
6471,2024-05-17,872,948 / 978 / 938 / 941 / 971,948 / 978,938 / 941 / 971,none,×
6472,2024-05-20,156,641 / 601 / 941 / 901 / 631,641 / 601,941 / 901 / 631,none,×
6473,2024-05-21,526,395 / 305 / 345 / 397 / 315,395 / 305,345 / 397 / 315,none,×
6474,2024-05-22,719,945 / 975 / 965 / 955 / 995,945 / 975,965 / 955 / 995,none,×
6475,2024-05-23,268,908 / 905 / 608 / 958 / 605,908 / 905,608 / 958 / 605,none,×
6476,2024-05-24,267,978 / 908 / 378 / 948 / 308,978 / 908,378 / 948 / 308,none,×
6477,2024-05-27,161,978 / 908 / 378 / 948 / 972,978 / 908,378 / 948 / 972,none,×
6478,2024-05-28,564,375 / 378 / 308 / 305 / 345,375 / 378,308 / 305 / 345,none,×
6479,2024-05-29,419,978 / 908 / 968 / 948 / 975,978 / 908,968 / 948 / 975,none,×
6480,2024-05-30,933,908 / 905 / 958 / 938 / 918,908 / 905,958 / 938 / 918,none,×
6481,2024-05-31,904,908 / 938 / 918 / 948 / 931,908 / 938,918 / 948 / 931,none,×
6482,2024-06-03,199,938 / 935 / 908 / 932 / 937,938 / 935,908 / 932 / 937,none,×
6483,2024-06-04,478,338 / 358 / 335 / 938 / 308,338 / 358,335 / 938 / 308,none,×
6484,2024-06-05,712,908 / 948 / 938 / 998 / 905,908 / 948,938 / 998 / 905,none,×
6485,2024-06-06,781,901 / 931 / 601 / 951 / 971,901 / 931,601 / 951 / 971,none,×
6486,2024-06-07,455,908 / 905 / 608 / 605 / 902,908 / 905,608 / 605 / 902,none,×
6487,2024-06-10,760,902 / 932 / 992 / 912 / 952,902 / 932,992 / 912 / 952,none,×
6488,2024-06-11,529,978 / 678 / 908 / 608 / 968,978 / 678,908 / 608 / 968,none,×
6489,2024-06-12,788,968 / 978 / 958 / 948 / 965,968 / 978,958 / 948 / 965,none,×
6490,2024-06-13,435,908 / 608 / 918 / 938 / 978,908 / 608,918 / 938 / 978,none,×
6491,2024-06-14,632,932 / 902 / 912 / 942 / 952,932 / 902,912 / 942 / 952,none,×
6492,2024-06-17,421,631 / 601 / 641 / 611 / 731,631 / 601,641 / 611 / 731,none,×
6493,2024-06-18,119,968 / 965 / 978 / 975 / 958,968 / 965,978 / 975 / 958,none,×
6494,2024-06-19,665,308 / 358 / 378 / 338 / 318,308 / 358,378 / 338 / 318,none,×
6495,2024-06-20,017,672 / 602 / 472 / 662 / 772,672 / 602,472 / 662 / 772,none,×
6496,2024-06-21,668,608 / 908 / 609 / 909 / 638,608 / 908,609 / 909 / 638,none,×
6497,2024-06-24,484,678 / 608 / 668 / 618 / 675,678 / 608,668 / 618 / 675,none,×
6498,2024-06-25,018,908 / 938 / 918 / 978 / 958,908 / 938,918 / 978 / 958,none,×
6499,2024-06-26,426,608 / 908 / 638 / 658 / 618,608 / 908,638 / 658 / 618,none,×
6500,2024-06-27,280,965 / 975 / 967 / 968 / 945,965 / 975,967 / 968 / 945,none,×
6501,2024-06-28,364,908 / 918 / 308 / 938 / 318,908 / 918,308 / 938 / 318,none,×
6502,2024-07-01,724,678 / 608 / 668 / 618 / 648,678 / 608,668 / 618 / 648,none,×
6503,2024-07-02,732,968 / 668 / 678 / 978 / 658,968 / 668,678 / 978 / 658,none,×
6504,2024-07-03,094,631 / 931 / 601 / 901 / 611,631 / 931,601 / 901 / 611,none,×
6505,2024-07-04,575,638 / 938 / 658 / 635 / 958,638 / 938,658 / 635 / 958,none,×
6506,2024-07-05,993,902 / 932 / 942 / 602 / 402,902 / 932,942 / 602 / 402,none,×
6507,2024-07-08,810,938 / 931 / 958 / 937 / 932,938 / 931,958 / 937 / 932,none,×
6508,2024-07-09,273,608 / 638 / 618 / 678 / 658,608 / 638,618 / 678 / 658,none,×
6509,2024-07-10,224,908 / 938 / 948 / 308 / 901,908 / 938,948 / 308 / 901,none,×
6510,2024-07-11,335,968 / 368 / 978 / 468 / 378,968 / 368,978 / 468 / 378,none,×
6511,2024-07-12,475,632 / 612 / 602 / 642 / 672,632 / 612,602 / 642 / 672,none,×
6512,2024-07-15,098,902 / 932 / 942 / 912 / 972,902 / 932,942 / 912 / 972,none,×
6513,2024-07-16,884,638 / 938 / 635 / 658 / 238,638 / 938,635 / 658 / 238,none,×
6514,2024-07-17,100,608 / 618 / 638 / 678 / 605,608 / 618,638 / 678 / 605,none,×
6515,2024-07-18,864,338 / 238 / 438 / 138 / 938,338 / 238,438 / 138 / 938,none,×
6516,2024-07-19,086,678 / 675 / 608 / 668 / 618,678 / 675,608 / 668 / 618,box,〇
6517,2024-07-22,937,605 / 615 / 635 / 905 / 675,605 / 615,635 / 905 / 675,none,×
6518,2024-07-23,620,938 / 918 / 932 / 908 / 939,938 / 918,932 / 908 / 939,none,×
6519,2024-07-24,643,668 / 678 / 628 / 468 / 698,668 / 678,628 / 468 / 698,none,×
6520,2024-07-25,503,678 / 638 / 671 / 631 / 637,678 / 638,671 / 631 / 637,none,×
6521,2024-07-26,498,938 / 638 / 438 / 931 / 937,938 / 638,438 / 931 / 937,none,×
6522,2024-07-29,853,938 / 935 / 958 / 438 / 928,938 / 935,958 / 438 / 928,none,×
6523,2024-07-30,343,618 / 608 / 638 / 698 / 648,618 / 608,638 / 698 / 648,none,×
6524,2024-07-31,392,678 / 638 / 671 / 648 / 608,678 / 638,671 / 648 / 608,none,×
6525,2024-08-01,098,631 / 651 / 621 / 601 / 638,631 / 651,621 / 601 / 638,none,×
6526,2024-08-02,127,638 / 938 / 635 / 658 / 238,638 / 938,635 / 658 / 238,none,×
6527,2024-08-05,280,368 / 378 / 362 / 369 / 398,368 / 378,362 / 369 / 398,none,×
6528,2024-08-06,802,908 / 308 / 938 / 918 / 318,908 / 308,938 / 918 / 318,none,×
6529,2024-08-07,862,631 / 931 / 638 / 601 / 635,631 / 931,638 / 601 / 635,none,×
6530,2024-08-08,036,671 / 601 / 661 / 971 / 678,671 / 601,661 / 971 / 678,none,×
6531,2024-08-09,270,635 / 605 / 615 / 935 / 905,635 / 605,615 / 935 / 905,none,×
6532,2024-08-12,580,308 / 908 / 938 / 338 / 348,308 / 908,938 / 338 / 348,none,×
6533,2024-08-13,701,908 / 408 / 608 / 938 / 438,908 / 408,608 / 938 / 438,none,×
6534,2024-08-14,051,635 / 638 / 935 / 632 / 630,635 / 638,935 / 632 / 630,none,×
6535,2024-08-15,337,695 / 605 / 635 / 608 / 615,695 / 605,635 / 608 / 615,none,×
6536,2024-08-16,322,638 / 608 / 632 / 618 / 602,638 / 608,632 / 618 / 602,none,×
6537,2024-08-19,684,661 / 671 / 691 / 621 / 641,661 / 671,691 / 621 / 641,none,×
6538,2024-08-20,772,608 / 638 / 605 / 708 / 618,608 / 638,605 / 708 / 618,none,×
6539,2024-08-21,803,601 / 631 / 641 / 901 / 691,601 / 631,641 / 901 / 691,none,×
6540,2024-08-22,801,638 / 632 / 637 / 631 / 630,638 / 632,637 / 631 / 630,none,×
6541,2024-08-23,067,635 / 632 / 638 / 630 / 605,635 / 632,638 / 630 / 605,none,×
6542,2024-08-26,900,672 / 678 / 602 / 608 / 679,672 / 678,602 / 608 / 679,none,×
6543,2024-08-27,376,938 / 838 / 638 / 908 / 932,938 / 838,638 / 908 / 932,none,×
6544,2024-08-28,656,605 / 607 / 635 / 602 / 645,605 / 607,635 / 602 / 645,none,×
6545,2024-08-29,355,605 / 635 / 695 / 607 / 705,605 / 635,695 / 607 / 705,none,×
6546,2024-08-30,864,602 / 632 / 692 / 652 / 612,602 / 632,692 / 652 / 612,none,×
6547,2024-09-02,398,678 / 608 / 675 / 605 / 672,678 / 608,675 / 605 / 672,none,×
6548,2024-09-03,216,638 / 658 / 635 / 608 / 632,638 / 658,635 / 608 / 632,none,×
6549,2024-09-04,385,305 / 307 / 905 / 335 / 355,305 / 307,905 / 335 / 355,none,×
6550,2024-09-05,666,602 / 632 / 672 / 612 / 652,602 / 632,672 / 612 / 652,none,×
6551,2024-09-06,827,675 / 605 / 665 / 705 / 607,675 / 605,665 / 705 / 607,none,×
6552,2024-09-09,500,668 / 662 / 658 / 698 / 678,668 / 662,658 / 698 / 678,none,×
6553,2024-09-10,811,638 / 938 / 438 / 838 / 608,638 / 938,438 / 838 / 608,none,×
6554,2024-09-11,508,605 / 608 / 635 / 602 / 600,605 / 608,635 / 602 / 600,none,×
6555,2024-09-12,527,638 / 938 / 438 / 838 / 635,638 / 938,438 / 838 / 635,none,×
6556,2024-09-13,215,968 / 468 / 668 / 962 / 868,968 / 468,668 / 962 / 868,none,×
6557,2024-09-16,319,302 / 902 / 802 / 332 / 352,302 / 902,802 / 332 / 352,none,×
6558,2024-09-17,669,608 / 605 / 638 / 635 / 618,608 / 605,638 / 635 / 618,none,×
6559,2024-09-18,430,608 / 605 / 678 / 675 / 708,608 / 605,678 / 675 / 708,none,×
6560,2024-09-19,297,908 / 938 / 918 / 608 / 905,908 / 938,918 / 608 / 905,none,×
6561,2024-09-20,776,338 / 332 / 358 / 308 / 339,338 / 332,358 / 308 / 339,none,×
6562,2024-09-23,808,605 / 607 / 635 / 645 / 695,605 / 607,635 / 645 / 695,none,×
6563,2024-09-24,844,638 / 635 / 608 / 637 / 605,638 / 635,608 / 637 / 605,none,×
6564,2024-09-25,835,638 / 678 / 608 / 635 / 675,638 / 678,608 / 635 / 675,none,×
6565,2024-09-26,841,602 / 632 / 612 / 642 / 692,602 / 632,612 / 642 / 692,none,×
6566,2024-09-27,171,635 / 675 / 605 / 638 / 645,635 / 675,605 / 638 / 645,none,×
6567,2024-09-30,549,305 / 308 / 805 / 335 / 345,305 / 308,805 / 335 / 345,none,×
6568,2024-10-01,484,835 / 838 / 638 / 875 / 635,835 / 838,638 / 875 / 635,none,×
6569,2024-10-02,190,908 / 905 / 608 / 408 / 938,908 / 905,608 / 408 / 938,none,×
6570,2024-10-03,097,338 / 308 / 335 / 358 / 838,338 / 308,335 / 358 / 838,none,×
6571,2024-10-04,610,638 / 632 / 637 / 639 / 608,638 / 632,637 / 639 / 608,none,×
6572,2024-10-07,477,608 / 808 / 605 / 638 / 805,608 / 808,605 / 638 / 805,none,×
6573,2024-10-08,014,908 / 902 / 907 / 608 / 905,908 / 902,907 / 608 / 905,none,×
6574,2024-10-09,113,608 / 605 / 638 / 607 / 678,608 / 605,638 / 607 / 678,none,×
6575,2024-10-10,264,308 / 307 / 301 / 807 / 300,308 / 307,301 / 807 / 300,none,×
6576,2024-10-11,751,308 / 378 / 375 / 305 / 368,308 / 378,375 / 305 / 368,none,×
6577,2024-10-14,202,605 / 695 / 635 / 608 / 690,605 / 695,635 / 608 / 690,none,×
6578,2024-10-15,582,331 / 301 / 831 / 801 / 931,331 / 301,831 / 801 / 931,none,×
6579,2024-10-16,983,801 / 601 / 901 / 401 / 301,801 / 601,901 / 401 / 301,none,×
6580,2024-10-17,546,807 / 808 / 801 / 907 / 908,807 / 808,801 / 907 / 908,none,×
6581,2024-10-18,411,875 / 835 / 805 / 837 / 675,875 / 835,805 / 837 / 675,none,×
6582,2024-10-21,934,905 / 902 / 908 / 900 / 907,905 / 902,908 / 900 / 907,none,×
6583,2024-10-22,731,808 / 805 / 908 / 905 / 838,808 / 805,908 / 905 / 838,none,×
6584,2024-10-23,691,605 / 635 / 608 / 645 / 602,605 / 635,608 / 645 / 602,none,×
6585,2024-10-24,021,635 / 835 / 630 / 638 / 632,635 / 835,630 / 638 / 632,none,×
6586,2024-10-25,783,695 / 645 / 675 / 665 / 605,695 / 645,675 / 665 / 605,none,×
6587,2024-10-28,830,601 / 607 / 608 / 602 / 631,601 / 607,608 / 602 / 631,none,×
6588,2024-10-29,161,608 / 638 / 648 / 601 / 631,608 / 638,648 / 601 / 631,none,×
6589,2024-10-30,060,305 / 375 / 308 / 302 / 805,305 / 375,308 / 302 / 805,none,×
6590,2024-10-31,133,608 / 678 / 601 / 671 / 605,608 / 678,601 / 671 / 605,none,×
6591,2024-11-01,241,301 / 331 / 307 / 308 / 337,301 / 331,307 / 308 / 337,none,×
6592,2024-11-04,187,335 / 330 / 375 / 370 / 338,335 / 330,375 / 370 / 338,none,×
6593,2024-11-05,290,308 / 302 / 307 / 309 / 802,308 / 302,307 / 309 / 802,none,×
6594,2024-11-06,359,338 / 331 / 358 / 831 / 308,338 / 331,358 / 831 / 308,none,×
6595,2024-11-07,395,608 / 605 / 601 / 698 / 638,608 / 605,601 / 698 / 638,none,×
6596,2024-11-08,984,632 / 652 / 602 / 638 / 622,632 / 652,602 / 638 / 622,none,×
6597,2024-11-11,230,808 / 908 / 805 / 905 / 608,808 / 908,805 / 905 / 608,none,×
6598,2024-11-12,518,308 / 338 / 348 / 301 / 331,308 / 338,348 / 301 / 331,none,×
6599,2024-11-13,091,608 / 808 / 908 / 805 / 801,608 / 808,908 / 805 / 801,none,×
6600,2024-11-14,530,635 / 630 / 638 / 632 / 637,635 / 630,638 / 632 / 637,none,×
6601,2024-11-15,091,838 / 938 / 638 / 831 / 808,838 / 938,638 / 831 / 808,none,×
6602,2024-11-18,035,630 / 635 / 632 / 638 / 637,630 / 635,632 / 638 / 637,none,×
6603,2024-11-19,956,632 / 602 / 692 / 642 / 612,632 / 602,692 / 642 / 612,none,×
6604,2024-11-20,406,895 / 835 / 897 / 805 / 935,895 / 835,897 / 805 / 935,none,×
6605,2024-11-21,138,935 / 937 / 930 / 936 / 931,935 / 937,930 / 936 / 931,none,×
6606,2024-11-22,147,338 / 331 / 308 / 335 / 301,338 / 331,308 / 335 / 301,none,×
6607,2024-11-25,566,338 / 332 / 337 / 339 / 238,338 / 332,337 / 339 / 238,none,×
6608,2024-11-26,814,805 / 905 / 807 / 907 / 605,805 / 905,807 / 907 / 605,none,×
6609,2024-11-27,638,608 / 638 / 605 / 635 / 607,608 / 638,605 / 635 / 607,straight,◎
6610,2024-11-28,878,638 / 631 / 635 / 637 / 608,638 / 631,635 / 637 / 608,none,×
6611,2024-11-29,656,608 / 638 / 631 / 601 / 648,608 / 638,631 / 601 / 648,none,×
6612,2024-12-02,175,635 / 637 / 605 / 607 / 695,635 / 637,605 / 607 / 695,none,×
6613,2024-12-03,340,302 / 332 / 342 / 832 / 392,302 / 332,342 / 832 / 392,none,×
6614,2024-12-04,179,638 / 631 / 678 / 648 / 635,638 / 631,678 / 648 / 635,none,×
6615,2024-12-05,710,308 / 338 / 305 / 348 / 335,308 / 338,305 / 348 / 335,none,×
6616,2024-12-06,281,608 / 638 / 631 / 601 / 618,608 / 638,631 / 601 / 618,none,×
6617,2024-12-09,692,305 / 335 / 330 / 308 / 300,305 / 335,330 / 308 / 300,none,×
6618,2024-12-10,205,631 / 831 / 731 / 651 / 131,631 / 831,731 / 651 / 131,none,×
6619,2024-12-11,431,332 / 832 / 632 / 932 / 338,332 / 832,632 / 932 / 338,none,×
